Employee_ID,Department,Hire_Year,Salary_Band,Annual_Salary,Remote_Work,Tenure_Years,Manager_Satisfaction,Promotions_Last_5_Years,Overtime_Hours_Per_Month,Attrition
EMP-12670,Engineering,2013,Mid Level,82340,Never,11,4.0,0,16,No
EMP-12671,Engineering,2015,Senior,126745,Hybrid,9,1.0,0,4,Yes
EMP-12672,Marketing,2022,Senior,127936,Never,2,5.0,1,10,No
EMP-12673,Marketing,2011,Entry Level,50832,Fully Remote,13,5.0,1,17,No
EMP-12674,Marketing,2017,Executive,204341,Hybrid,7,1.0,0,15,No
EMP-12675,Sales,2011,Senior,133867,Hybrid,13,2.0,0,1,Yes
EMP-12676,Marketing,2015,Mid Level,85686,Fully Remote,9,4.0,2,15,No
EMP-12677,Engineering,2014,Entry Level,54125,Hybrid,10,2.0,0,18,Yes
EMP-12678,Finance,2023,Mid Level,86115,Fully Remote,1,2.0,0,4,No
EMP-12679,Engineering,2014,Entry Level,52285,Hybrid,10,5.0,1,5,No
EMP-12680,Engineering,2013,Senior,127122,Never,11,2.0,1,5,Yes
EMP-12681,Marketing,2015,Senior,127001,Fully Remote,9,2.0,0,23,No
EMP-12682,Marketing,2022,Entry Level,51162,Hybrid,2,5.0,0,2,No
EMP-12683,Engineering,2019,Senior,126564,Hybrid,5,5.0,0,10,Yes
EMP-12684,Engineering,2014,Entry Level,49262,Hybrid,10,5.0,1,0,No
EMP-12685,Engineering,2021,Senior,132620,Hybrid,3,4.0,1,10,No
EMP-12686,Sales,2014,Entry Level,48486,Hybrid,10,5.0,0,2,No
EMP-12687,Sales,2021,Entry Level,50740,Hybrid,3,2.0,1,11,Yes
EMP-12688,Engineering,2010,Mid Level,84473,Never,14,1.0,0,0,No
EMP-12689,Marketing,2022,Executive,202150,Hybrid,2,2.0,0,1,No
EMP-12690,Marketing,2018,Entry Level,53401,Hybrid,6,,0,4,No
EMP-12691,Engineering,2020,Mid Level,82389,Fully Remote,4,2.0,0,5,No
EMP-12692,Engineering,2022,Entry Level,54014,Fully Remote,2,2.0,0,57,Yes
EMP-12693,Marketing,2021,Entry Level,50068,Hybrid,3,1.0,0,27,No
EMP-12694,Finance,2011,Mid Level,81896,Fully Remote,13,3.0,2,6,No
EMP-12695,Engineering,2012,Senior,127024,Hybrid,12,5.0,0,17,No
EMP-12696,Engineering,2015,Senior,131263,Never,9,1.0,0,13,No
EMP-12697,Engineering,2016,Mid Level,83456,Hybrid,8,1.0,0,7,No
EMP-12698,Sales,2020,Senior,127702,Never,4,5.0,0,7,Yes
EMP-12699,Engineering,2016,Senior,134592,Fully Remote,8,2.0,0,10,No
EMP-12700,Sales,2013,Mid Level,82859,Hybrid,11,5.0,0,2,No
EMP-12701,Engineering,2013,Entry Level,50298,Hybrid,11,4.0,0,5,No
EMP-12702,Finance,2020,Entry Level,51619,Hybrid,4,1.0,0,5,Yes
EMP-12703,Marketing,2016,Mid Level,89671,Hybrid,8,5.0,0,18,Yes
EMP-12704,Marketing,2013,Mid Level,80181,Fully Remote,11,2.0,0,29,No
EMP-12705,Engineering,2023,Entry Level,49847,Hybrid,1,1.0,0,3,Yes
EMP-12706,Marketing,2017,Mid Level,86149,Hybrid,7,3.0,0,2,No
EMP-12707,Engineering,2023,Senior,127536,Fully Remote,1,5.0,1,11,No
EMP-12708,Sales,2020,Mid Level,84063,Hybrid,4,1.0,0,1,Yes
EMP-12709,Engineering,2020,Entry Level,51989,Never,4,2.0,1,0,Yes
EMP-12710,Finance,2015,Mid Level,88560,Never,9,5.0,0,17,Yes
EMP-12711,Sales,2018,Entry Level,48423,Never,6,1.0,0,15,No
EMP-12712,Sales,2023,Entry Level,46719,Hybrid,1,4.0,0,6,Yes
EMP-12713,Sales,2011,Mid Level,80741,Hybrid,13,5.0,1,2,No
EMP-12714,Sales,2015,Mid Level,80264,Fully Remote,9,5.0,0,6,Yes
EMP-12715,Engineering,2014,Executive,198256,Never,10,,1,3,Yes
EMP-12716,Marketing,2021,Entry Level,54116,Fully Remote,3,4.0,0,13,Yes
EMP-12717,Engineering,2020,Entry Level,50521,Hybrid,4,1.0,0,0,Yes
EMP-12718,Sales,2018,Mid Level,87546,Hybrid,6,1.0,1,6,Yes
EMP-12719,Engineering,2017,Senior,131661,Hybrid,7,5.0,1,7,No
EMP-12720,Engineering,2021,Executive,197854,Hybrid,3,5.0,0,0,No
EMP-12721,Sales,2018,Mid Level,88221,Never,6,1.0,1,22,No
EMP-12722,Sales,2022,Entry Level,48166,Never,2,1.0,2,6,Yes
EMP-12723,Finance,2020,Entry Level,47142,Hybrid,4,5.0,1,25,No
EMP-12724,Engineering,2014,Mid Level,87326,Fully Remote,10,3.0,1,27,No
EMP-12725,Engineering,2016,Mid Level,85760,Hybrid,8,4.0,0,4,No
EMP-12726,Engineering,2013,Entry Level,51260,Hybrid,11,1.0,0,10,Yes
EMP-12727,Engineering,2015,Mid Level,81433,Hybrid,9,5.0,1,6,No
EMP-12728,Sales,2017,Senior,128722,Never,7,5.0,0,3,No
EMP-12729,Sales,2021,Entry Level,46728,Hybrid,3,1.0,0,7,Yes
EMP-12730,Sales,2010,Senior,130341,Hybrid,14,4.0,0,13,No
EMP-12731,Engineering,2011,Senior,131185,Never,13,5.0,1,40,No
EMP-12732,Engineering,2023,Senior,126758,Never,1,3.0,1,1,No
EMP-12733,Sales,2015,Entry Level,53121,Fully Remote,9,1.0,1,11,Yes
EMP-12734,Sales,2017,Entry Level,54740,Hybrid,7,4.0,0,13,Yes
EMP-12735,Finance,2017,Entry Level,46193,Fully Remote,7,5.0,1,3,No
EMP-12736,Engineering,2012,Entry Level,47085,Hybrid,12,2.0,0,6,No
EMP-12737,Sales,2022,Senior,133814,Hybrid,2,3.0,1,45,No
EMP-12738,HR,2019,Mid Level,85698,Hybrid,5,3.0,0,14,Yes
EMP-12739,Marketing,2013,Entry Level,51198,Fully Remote,11,3.0,0,21,No
EMP-12740,Marketing,2019,Entry Level,47510,Fully Remote,5,4.0,1,45,No
EMP-12741,Engineering,2014,Entry Level,53152,Hybrid,10,1.0,2,37,No
EMP-12742,Sales,2016,Entry Level,53828,Hybrid,8,5.0,1,40,No
EMP-12743,Marketing,2014,Mid Level,88923,Never,10,4.0,1,2,Yes
EMP-12744,Engineering,2018,Mid Level,87631,Hybrid,6,5.0,1,7,No
EMP-12745,Engineering,2018,Senior,132500,Never,6,3.0,2,2,No
EMP-12746,Engineering,2021,Senior,134785,Never,3,5.0,0,19,No
EMP-12747,Engineering,2014,Mid Level,82843,Hybrid,10,1.0,1,26,Yes
EMP-12748,Sales,2014,Entry Level,47253,Fully Remote,10,3.0,2,12,No
EMP-12749,Finance,2019,Senior,132084,Hybrid,5,4.0,0,119,No
EMP-12750,Engineering,2010,Mid Level,81288,Hybrid,14,1.0,0,3,Yes
EMP-12751,Finance,2019,Entry Level,53702,Hybrid,5,1.0,1,19,Yes
EMP-12752,Engineering,2018,Entry Level,54321,Hybrid,6,3.0,1,7,Yes
EMP-12753,Engineering,2011,Mid Level,89164,Hybrid,13,1.0,0,10,No
EMP-12754,Engineering,2019,Mid Level,80689,Hybrid,5,5.0,0,17,No
EMP-12755,Sales,2012,Mid Level,82987,Hybrid,12,3.0,1,4,Yes
EMP-12756,Marketing,2022,Mid Level,86296,Hybrid,2,2.0,0,7,No
EMP-12757,Sales,2011,Entry Level,53203,Hybrid,13,5.0,1,2,No
EMP-12758,Marketing,2018,Entry Level,45656,Hybrid,6,5.0,0,13,Yes
EMP-12759,Sales,2022,Mid Level,88273,Fully Remote,2,2.0,0,5,No
EMP-12760,Finance,2012,Entry Level,48584,Hybrid,12,5.0,1,51,Yes
EMP-12761,Sales,2021,Entry Level,49735,Hybrid,3,4.0,0,0,No
EMP-12762,Sales,2021,Senior,125034,Hybrid,3,4.0,0,28,No
EMP-12763,Engineering,2017,Senior,126586,Hybrid,7,2.0,1,37,No
EMP-12764,Marketing,2015,Entry Level,47970,Fully Remote,9,3.0,0,2,Yes
EMP-12765,Sales,2012,Mid Level,85626,Never,12,4.0,2,9,No
EMP-12766,HR,2016,Mid Level,84372,Fully Remote,8,1.0,0,27,Yes
EMP-12767,Engineering,2014,Entry Level,47422,Hybrid,10,4.0,1,26,No
EMP-12768,Sales,2021,Mid Level,80112,Hybrid,3,1.0,1,7,No
EMP-12769,HR,2011,Executive,198667,Hybrid,13,3.0,1,5,No
EMP-12770,Sales,2017,Executive,197564,Fully Remote,7,5.0,1,0,No
EMP-12771,Sales,2014,Mid Level,81593,Hybrid,10,3.0,1,28,No
EMP-12772,Marketing,2022,Mid Level,85869,Never,2,4.0,0,15,No
EMP-12773,Engineering,2015,Mid Level,85141,Never,9,4.0,0,3,Yes
EMP-12774,Engineering,2011,Entry Level,48955,Never,13,3.0,0,11,No
EMP-12775,Engineering,2012,Senior,127727,Fully Remote,12,5.0,0,40,No
EMP-12776,HR,2012,Entry Level,53820,Fully Remote,12,2.0,0,13,No
EMP-12777,Sales,2013,Entry Level,54517,Hybrid,11,2.0,0,6,Yes
EMP-12778,Engineering,2020,Executive,197602,Hybrid,4,4.0,1,46,Yes
EMP-12779,Sales,2015,Entry Level,53821,Hybrid,9,3.0,2,36,No
EMP-12780,Engineering,2019,Mid Level,82588,Fully Remote,5,1.0,1,23,No
EMP-12781,Marketing,2013,Entry Level,51813,Hybrid,11,4.0,0,0,No
EMP-12782,Engineering,2018,Entry Level,54834,Never,6,1.0,0,8,Yes
EMP-12783,Sales,2022,Senior,132154,Hybrid,2,,0,12,No
EMP-12784,Engineering,2013,Entry Level,49127,Never,11,5.0,0,20,Yes
EMP-12785,Engineering,2017,Entry Level,46728,Fully Remote,7,4.0,0,15,No
EMP-12786,Engineering,2021,Entry Level,48302,Fully Remote,3,1.0,0,0,No
EMP-12787,Engineering,2022,Senior,130635,Hybrid,2,2.0,1,29,Yes
EMP-12788,Engineering,2012,Entry Level,50101,Never,12,5.0,0,4,No
EMP-12789,Sales,2019,Entry Level,53966,Hybrid,5,2.0,0,4,Yes
EMP-12790,Engineering,2015,Mid Level,83260,Hybrid,9,3.0,1,22,No
EMP-12791,Engineering,2010,Entry Level,46854,Hybrid,14,1.0,0,19,Yes
EMP-12792,Engineering,2016,Senior,126683,Never,8,4.0,1,42,No
EMP-12793,Engineering,2017,Mid Level,84341,Hybrid,7,5.0,0,11,No
EMP-12794,Finance,2012,Mid Level,88363,Hybrid,12,4.0,0,2,Yes
EMP-12795,Sales,2020,Entry Level,47592,Fully Remote,4,3.0,2,13,Yes
EMP-12796,Finance,2011,Mid Level,87636,Hybrid,13,,0,9,No
EMP-12797,Sales,2015,Mid Level,80895,Hybrid,9,2.0,1,7,No
EMP-12798,Engineering,2020,Mid Level,80242,Hybrid,4,4.0,0,8,No
EMP-12799,Engineering,2017,Mid Level,84003,Hybrid,7,5.0,0,2,Yes
EMP-12800,Engineering,2021,Mid Level,84652,Hybrid,3,2.0,2,10,No
EMP-12801,Marketing,2021,Executive,197109,Hybrid,3,5.0,1,8,No
EMP-12802,Sales,2011,Mid Level,83549,Hybrid,13,3.0,0,25,No
EMP-12803,Marketing,2022,Entry Level,54773,Never,2,1.0,0,4,No
EMP-12804,Sales,2013,Entry Level,51972,Never,11,2.0,0,2,Yes
EMP-12805,Finance,2021,Mid Level,82060,Hybrid,3,3.0,0,13,No
EMP-12806,Sales,2015,Senior,133986,Hybrid,9,,0,38,Yes
EMP-12807,Engineering,2012,Entry Level,51039,Never,12,3.0,1,3,No
EMP-12808,HR,2012,Entry Level,51092,Fully Remote,12,5.0,0,2,Yes
EMP-12809,Sales,2021,Entry Level,48826,Hybrid,3,1.0,1,9,Yes
EMP-12810,Engineering,2019,Entry Level,52537,Hybrid,5,5.0,1,1,No
EMP-12811,Sales,2021,Entry Level,51933,Hybrid,3,4.0,0,0,No
EMP-12812,Sales,2017,Senior,128915,Hybrid,7,3.0,0,5,No
EMP-12813,Marketing,2011,Entry Level,52383,Never,13,2.0,0,8,Yes
EMP-12814,Engineering,2012,Senior,132856,Never,12,5.0,0,7,No
EMP-12815,Sales,2021,Entry Level,46321,Fully Remote,3,1.0,0,6,Yes
EMP-12816,Marketing,2014,Mid Level,88186,Hybrid,10,4.0,0,15,No
EMP-12817,Engineering,2021,Mid Level,80326,Fully Remote,3,5.0,1,17,No
EMP-12818,Sales,2012,Senior,125243,Hybrid,12,,0,38,Yes
EMP-12819,Engineering,2011,Entry Level,46047,Hybrid,13,2.0,0,4,Yes
EMP-12820,Engineering,2021,Mid Level,85473,Never,3,1.0,0,18,No
EMP-12821,Marketing,2016,Mid Level,83844,Fully Remote,8,2.0,1,0,Yes
EMP-12822,Sales,2019,Mid Level,83483,Hybrid,5,1.0,0,11,Yes
EMP-12823,Engineering,2014,Senior,133384,Hybrid,10,3.0,0,27,Yes
EMP-12824,Marketing,2015,Mid Level,83754,Fully Remote,9,3.0,2,26,Yes
EMP-12825,Sales,2014,Senior,127375,Never,10,3.0,1,20,Yes
EMP-12826,Engineering,2016,Mid Level,83251,Hybrid,8,2.0,0,64,Yes
EMP-12827,HR,2016,Entry Level,47628,Fully Remote,8,1.0,0,2,Yes
EMP-12828,Sales,2013,Mid Level,82594,Hybrid,11,5.0,1,10,No
EMP-12829,Engineering,2014,Mid Level,82979,Fully Remote,10,3.0,0,11,No
EMP-12830,Engineering,2017,Senior,126024,Hybrid,7,2.0,0,27,No
EMP-12831,Sales,2014,Entry Level,47193,Never,10,5.0,0,4,No
EMP-12832,Engineering,2016,Senior,125510,Fully Remote,8,1.0,1,32,No
EMP-12833,Sales,2013,Mid Level,88590,Hybrid,11,2.0,0,5,No
EMP-12834,Engineering,2013,Mid Level,85523,Hybrid,11,2.0,0,6,No
EMP-12835,Sales,2012,Mid Level,85135,Hybrid,12,4.0,1,4,No
EMP-12836,Sales,2010,Mid Level,86873,Never,14,4.0,0,13,No
EMP-12837,Finance,2010,Executive,198039,Hybrid,14,5.0,0,18,Yes
EMP-12838,Marketing,2018,Executive,195689,Hybrid,6,5.0,0,44,Yes
EMP-12839,Engineering,2017,Mid Level,86813,Hybrid,7,3.0,0,0,No
EMP-12840,Sales,2018,Mid Level,80459,Hybrid,6,2.0,1,33,No
EMP-12841,Engineering,2020,Entry Level,50378,Hybrid,4,3.0,2,30,No
EMP-12842,Sales,2021,Mid Level,85617,Fully Remote,3,3.0,0,10,No
EMP-12843,Engineering,2021,Entry Level,45164,Hybrid,3,1.0,2,32,Yes
EMP-12844,Sales,2017,Entry Level,53377,Hybrid,7,5.0,2,6,No
EMP-12845,Finance,2012,Senior,127368,Hybrid,12,4.0,1,14,No
EMP-12846,Finance,2021,Entry Level,51356,Hybrid,3,2.0,0,1,No
EMP-12847,Engineering,2017,Entry Level,47523,Never,7,1.0,0,10,Yes
EMP-12848,Engineering,2022,Mid Level,81733,Hybrid,2,5.0,0,3,No
EMP-12849,Engineering,2017,Mid Level,89726,Hybrid,7,4.0,0,13,No
EMP-12850,Finance,2016,Mid Level,83761,Hybrid,8,,1,43,Yes
EMP-12851,Sales,2020,Mid Level,84406,Hybrid,4,4.0,0,1,Yes
EMP-12852,Engineering,2013,Mid Level,81782,Hybrid,11,1.0,0,1,Yes
EMP-12853,Engineering,2023,Mid Level,87793,Hybrid,1,3.0,1,30,No
EMP-12854,Sales,2015,Entry Level,49112,Never,9,1.0,0,2,Yes
EMP-12855,Sales,2021,Entry Level,49955,Hybrid,3,4.0,0,6,Yes
EMP-12856,Finance,2014,Entry Level,49227,Never,10,1.0,1,0,Yes
EMP-12857,Sales,2015,Mid Level,81596,Hybrid,9,2.0,0,12,Yes
EMP-12858,Finance,2022,Mid Level,86283,Fully Remote,2,1.0,2,18,No
EMP-12859,Engineering,2018,Mid Level,88013,Hybrid,6,4.0,0,28,No
EMP-12860,Marketing,2016,Mid Level,83718,Never,8,2.0,0,15,Yes
EMP-12861,Marketing,2013,Entry Level,49921,Hybrid,11,3.0,0,0,Yes
EMP-12862,HR,2019,Entry Level,45854,Fully Remote,5,4.0,1,2,No
EMP-12863,Engineering,2010,Entry Level,46732,Hybrid,14,1.0,1,1,No
EMP-12864,Sales,2018,Mid Level,80519,Hybrid,6,4.0,2,5,No
EMP-12865,Sales,2018,Mid Level,80554,Fully Remote,6,2.0,0,16,Yes
EMP-12866,Marketing,2014,Senior,130956,Hybrid,10,2.0,0,6,No
EMP-12867,Engineering,2015,Mid Level,83334,Hybrid,9,2.0,2,23,No
EMP-12868,Engineering,2022,Mid Level,80801,Hybrid,2,5.0,1,10,No
EMP-12869,Finance,2015,Entry Level,54727,Hybrid,9,3.0,1,6,No
EMP-12870,Engineering,2023,Entry Level,49308,Never,1,5.0,0,13,No
EMP-12871,HR,2016,Mid Level,87235,Never,8,,0,1,No
EMP-12872,Sales,2023,Mid Level,84132,Hybrid,1,3.0,0,38,No
EMP-12873,Finance,2016,Mid Level,82340,Hybrid,8,4.0,0,9,No
EMP-12874,Marketing,2022,Senior,131380,Hybrid,2,2.0,0,11,No
EMP-12875,Engineering,2019,Entry Level,46203,Never,5,4.0,1,7,No
EMP-12876,Engineering,2018,Senior,127264,Hybrid,6,3.0,1,24,No
EMP-12877,Engineering,2012,Mid Level,84599,Fully Remote,12,5.0,0,6,Yes
EMP-12878,HR,2017,Senior,132077,Hybrid,7,1.0,0,15,Yes
EMP-12879,Engineering,2011,Entry Level,52796,Never,13,3.0,1,58,Yes
EMP-12880,HR,2010,Entry Level,45831,Never,14,5.0,1,12,Yes
EMP-12881,Engineering,2018,Entry Level,50278,Never,6,1.0,0,11,Yes
EMP-12882,Engineering,2020,Mid Level,80312,Hybrid,4,5.0,0,11,No
EMP-12883,Engineering,2010,Entry Level,52278,Hybrid,14,4.0,0,7,No
EMP-12884,Engineering,2011,Mid Level,83284,Hybrid,13,4.0,0,4,No
EMP-12885,Sales,2016,Mid Level,86165,Hybrid,8,1.0,0,28,Yes
EMP-12886,Marketing,2014,Mid Level,82227,Fully Remote,10,1.0,2,1,No
EMP-12887,Engineering,2020,Entry Level,54414,Hybrid,4,5.0,2,8,No
EMP-12888,Sales,2010,Mid Level,85233,Hybrid,14,5.0,0,13,Yes
EMP-12889,Engineering,2018,Entry Level,46547,Hybrid,6,4.0,2,5,No
EMP-12890,Marketing,2016,Mid Level,87051,Hybrid,8,3.0,0,42,No
EMP-12891,Sales,2012,Entry Level,46549,Hybrid,12,5.0,0,9,No
EMP-12892,Engineering,2015,Entry Level,47581,Hybrid,9,4.0,0,2,No
EMP-12893,Engineering,2010,Mid Level,86824,Never,14,1.0,0,16,Yes
EMP-12894,Finance,2020,Mid Level,89473,Hybrid,4,2.0,1,7,Yes
EMP-12895,Sales,2020,Entry Level,54464,Hybrid,4,3.0,0,0,No
EMP-12896,Finance,2012,Senior,127578,Never,12,2.0,0,45,Yes
EMP-12897,Sales,2010,Entry Level,50830,Fully Remote,14,5.0,1,19,No
EMP-12898,Marketing,2018,Mid Level,86745,Hybrid,6,5.0,1,4,No
EMP-12899,Sales,2020,Entry Level,47184,Hybrid,4,1.0,2,13,Yes
EMP-12900,Engineering,2017,Senior,131173,Hybrid,7,5.0,0,10,Yes
EMP-12901,Sales,2021,Senior,131324,Fully Remote,3,2.0,0,6,No
EMP-12902,Engineering,2011,Mid Level,82485,Hybrid,13,4.0,1,14,No
EMP-12903,Engineering,2016,Mid Level,89487,Hybrid,8,,0,10,Yes
EMP-12904,Engineering,2010,Entry Level,45723,Hybrid,14,5.0,0,13,Yes
EMP-12905,HR,2015,Entry Level,53343,Never,9,3.0,1,16,No
EMP-12906,Sales,2013,Mid Level,88713,Hybrid,11,4.0,1,1,No
EMP-12907,Engineering,2017,Mid Level,88785,Never,7,,0,2,No
EMP-12908,Engineering,2015,Entry Level,51966,Hybrid,9,,0,10,No
EMP-12909,Finance,2022,Senior,129414,Never,2,3.0,1,4,No
EMP-12910,Sales,2012,Mid Level,83063,Never,12,1.0,0,8,No
EMP-12911,Sales,2013,Executive,195792,Never,11,5.0,1,63,No
EMP-12912,Sales,2015,Entry Level,49635,Never,9,5.0,0,32,Yes
EMP-12913,Engineering,2019,Mid Level,87940,Never,5,4.0,1,18,Yes
EMP-12914,Marketing,2010,Mid Level,87963,Hybrid,14,5.0,0,14,Yes
EMP-12915,Sales,2019,Entry Level,48844,Hybrid,5,4.0,0,37,No
EMP-12916,Marketing,2012,Senior,125542,Hybrid,12,3.0,1,14,No
EMP-12917,Engineering,2012,Mid Level,87470,Hybrid,12,5.0,0,3,No
EMP-12918,Engineering,2017,Mid Level,87978,Hybrid,7,5.0,0,3,No
EMP-12919,Finance,2023,Mid Level,83659,Hybrid,1,4.0,0,8,No
EMP-12920,Marketing,2018,Mid Level,89949,Fully Remote,6,5.0,0,11,Yes
EMP-12921,Engineering,2014,Entry Level,51104,Hybrid,10,4.0,2,0,No
EMP-12922,Engineering,2014,Entry Level,48362,Fully Remote,10,3.0,2,7,No
EMP-12923,Finance,2019,Mid Level,84514,Never,5,3.0,1,6,No
EMP-12924,Engineering,2014,Mid Level,83635,Never,10,1.0,1,2,Yes
EMP-12925,HR,2021,Mid Level,84097,Never,3,1.0,0,9,No
EMP-12926,Sales,2011,Mid Level,82685,Fully Remote,13,3.0,1,47,No
EMP-12927,Engineering,2020,Mid Level,85185,Hybrid,4,4.0,0,24,No
EMP-12928,HR,2016,Entry Level,53306,Hybrid,8,5.0,1,1,No
EMP-12929,Sales,2015,Senior,134052,Hybrid,9,4.0,1,22,No
EMP-12930,Sales,2015,Executive,196411,Fully Remote,9,3.0,0,19,No
EMP-12931,Sales,2021,Entry Level,51733,Never,3,1.0,1,6,Yes
EMP-12932,Engineering,2014,Mid Level,82584,Hybrid,10,3.0,1,11,Yes
EMP-12933,Marketing,2016,Senior,130772,Hybrid,8,4.0,1,7,No
EMP-12934,Marketing,2015,Entry Level,49380,Hybrid,9,4.0,0,5,No
EMP-12935,Sales,2013,Senior,130869,Never,11,4.0,0,10,No
EMP-12936,Engineering,2018,Senior,125170,Hybrid,6,2.0,0,20,Yes
EMP-12937,Engineering,2011,Entry Level,53562,Hybrid,13,4.0,1,32,No
EMP-12938,Marketing,2014,Mid Level,89700,Fully Remote,10,1.0,0,25,No
EMP-12939,Marketing,2021,Entry Level,52388,Hybrid,3,5.0,0,6,No
EMP-12940,Marketing,2012,Entry Level,47439,Hybrid,12,1.0,1,19,No
EMP-12941,Sales,2011,Mid Level,82036,Hybrid,13,3.0,1,17,No
EMP-12942,Sales,2019,Entry Level,54768,Never,5,4.0,1,21,No
EMP-12943,Engineering,2012,Entry Level,47127,Fully Remote,12,4.0,0,5,Yes
EMP-12944,Engineering,2014,Mid Level,81348,Hybrid,10,4.0,1,20,No
EMP-12945,HR,2018,Mid Level,82142,Hybrid,6,,1,1,No
EMP-12946,Engineering,2012,Entry Level,52380,Never,12,5.0,1,7,No
EMP-12947,Engineering,2019,Executive,203715,Hybrid,5,5.0,2,5,No
EMP-12948,Marketing,2019,Entry Level,49604,Hybrid,5,5.0,0,21,No
EMP-12949,Finance,2018,Entry Level,50140,Hybrid,6,3.0,2,38,No
EMP-12950,Finance,2015,Mid Level,89810,Hybrid,9,2.0,1,25,Yes
EMP-12951,Engineering,2017,Mid Level,84508,Never,7,2.0,0,5,Yes
EMP-12952,Finance,2017,Mid Level,87669,Hybrid,7,4.0,0,7,Yes
EMP-12953,Sales,2022,Entry Level,47748,Never,2,1.0,0,24,Yes
EMP-12954,Engineering,2014,Mid Level,85338,Hybrid,10,2.0,0,5,No
EMP-12955,HR,2015,Mid Level,85648,Hybrid,9,3.0,2,26,No
EMP-12956,Engineering,2013,Mid Level,83314,Never,11,,1,0,No
EMP-12957,Engineering,2016,Entry Level,48050,Hybrid,8,1.0,1,19,No
EMP-12958,Marketing,2012,Mid Level,81505,Never,12,4.0,1,9,No
EMP-12959,Sales,2019,Senior,133490,Hybrid,5,2.0,0,25,No
EMP-12960,Finance,2012,Executive,203608,Hybrid,12,1.0,2,7,Yes
EMP-12961,Marketing,2012,Entry Level,46087,Hybrid,12,2.0,1,23,No
EMP-12962,Sales,2018,Entry Level,46825,Fully Remote,6,1.0,0,7,Yes
EMP-12963,Engineering,2010,Senior,126827,Hybrid,14,3.0,1,32,No
EMP-12964,Sales,2023,Entry Level,53532,Hybrid,1,3.0,0,32,No
EMP-12965,Engineering,2020,Entry Level,51725,Fully Remote,4,5.0,0,8,No
EMP-12966,Sales,2021,Mid Level,87422,Never,3,1.0,2,5,No
EMP-12967,Sales,2022,Mid Level,85785,Hybrid,2,3.0,0,2,No
EMP-12968,Engineering,2017,Senior,131698,Hybrid,7,3.0,0,2,No
EMP-12969,Engineering,2012,Entry Level,52528,Hybrid,12,3.0,1,37,No
EMP-12970,HR,2017,Entry Level,48813,Never,7,3.0,0,27,No
EMP-12971,HR,2021,Executive,195883,Hybrid,3,3.0,1,28,No
EMP-12972,Sales,2010,Senior,128487,Fully Remote,14,4.0,0,2,No
EMP-12973,Engineering,2017,Senior,125774,Never,7,2.0,1,1,No
EMP-12974,Engineering,2010,Mid Level,85084,Hybrid,14,1.0,1,16,Yes
EMP-12975,Sales,2015,Senior,134568,Never,9,1.0,0,7,Yes
EMP-12976,Engineering,2018,Entry Level,53086,Hybrid,6,5.0,0,0,No
EMP-12977,Engineering,2023,Mid Level,80479,Hybrid,1,3.0,2,1,No
EMP-12978,Finance,2010,Mid Level,85578,Fully Remote,14,2.0,1,1,No
EMP-12979,HR,2013,Entry Level,49206,Hybrid,11,5.0,1,1,No
EMP-12980,Finance,2016,Mid Level,81363,Fully Remote,8,4.0,2,34,Yes
EMP-12981,Marketing,2022,Entry Level,50098,Hybrid,2,,0,37,Yes
EMP-12982,Engineering,2020,Entry Level,54204,Fully Remote,4,4.0,0,73,No
EMP-12983,Sales,2015,Executive,196932,Never,9,5.0,0,2,No
EMP-12984,Finance,2013,Entry Level,50015,Hybrid,11,5.0,0,13,Yes
EMP-12985,Sales,2017,Entry Level,47612,Hybrid,7,1.0,0,45,Yes
EMP-12986,HR,2013,Mid Level,86078,Fully Remote,11,3.0,0,2,No
EMP-12987,Engineering,2014,Senior,134699,Hybrid,10,4.0,1,20,Yes
EMP-12988,Sales,2019,Entry Level,46416,Hybrid,5,1.0,1,16,No
EMP-12989,Marketing,2022,Mid Level,82192,Hybrid,2,2.0,0,14,Yes
EMP-12990,Sales,2011,Mid Level,81979,Fully Remote,13,,2,5,No
EMP-12991,Engineering,2015,Senior,131402,Hybrid,9,4.0,0,7,Yes
EMP-12992,Engineering,2017,Mid Level,87315,Never,7,1.0,1,0,No
EMP-12993,Engineering,2014,Entry Level,50278,Hybrid,10,1.0,0,12,No
EMP-12994,Engineering,2012,Senior,131085,Hybrid,12,2.0,1,24,Yes
EMP-12995,Engineering,2019,Senior,126037,Hybrid,5,2.0,1,10,No
EMP-12996,Engineering,2011,Entry Level,49974,Hybrid,13,1.0,2,39,Yes
EMP-12997,Engineering,2010,Entry Level,51386,Hybrid,14,3.0,2,3,No
EMP-12998,Sales,2022,Entry Level,47142,Hybrid,2,1.0,0,16,Yes
EMP-12999,Engineering,2018,Senior,131024,Fully Remote,6,2.0,1,8,No
EMP-13000,Sales,2020,Senior,125566,Hybrid,4,4.0,0,13,Yes
EMP-13001,Sales,2015,Entry Level,47686,Hybrid,9,5.0,0,15,No
EMP-13002,Engineering,2013,Executive,195312,Fully Remote,11,2.0,1,5,No
EMP-13003,Engineering,2022,Entry Level,45671,Hybrid,2,3.0,2,0,No
EMP-13004,Engineering,2018,Entry Level,45141,Hybrid,6,2.0,0,15,No
EMP-13005,Engineering,2022,Mid Level,84594,Hybrid,2,5.0,2,6,No
EMP-13006,Engineering,2019,Mid Level,80569,Hybrid,5,3.0,0,25,No
