Employee_ID,Department,Hire_Year,Salary_Band,Annual_Salary,Remote_Work,Tenure_Years,Manager_Satisfaction,Promotions_Last_5_Years,Overtime_Hours_Per_Month,Attrition,Attrition_Probability,Flight_Risk_Tier,Estimated_Cost_of_Turnover
EMP-11679,Engineering,2010,Mid Level,80185,Hybrid,14,2.0,1,3,No,0.33122278038470904,Low Risk,16037.0
EMP-11680,Sales,2016,Entry Level,47102,Hybrid,8,2.0,1,5,Yes,0.46686124513123844,Medium Risk,9420.4
EMP-11681,Engineering,2015,Entry Level,51027,Hybrid,9,2.0,0,1,Yes,0.6251846209126404,Medium Risk,10205.400000000001
EMP-11682,Engineering,2023,Entry Level,51420,Fully Remote,1,3.0,1,1,No,0.16112985986567233,Low Risk,10284.0
EMP-11683,Sales,2017,Mid Level,87763,Never,7,4.0,1,13,No,0.16947339015765808,Low Risk,17552.600000000002
EMP-11684,Sales,2012,Entry Level,47215,Fully Remote,12,2.0,0,76,No,0.7986516879730425,High Risk,9443.0
EMP-11685,Engineering,2018,Entry Level,53896,Hybrid,6,2.0,2,18,Yes,0.5111941633794836,Medium Risk,10779.2
EMP-11686,Finance,2019,Mid Level,86772,Hybrid,5,2.0,1,36,No,0.5232305238876465,Medium Risk,17354.4
EMP-11687,Engineering,2011,Entry Level,45561,Hybrid,13,4.0,0,16,Yes,0.32036108266614477,Low Risk,9112.2
EMP-11688,Engineering,2017,Entry Level,45071,Never,7,1.0,0,11,Yes,0.6459210352501927,Medium Risk,9014.2
EMP-11689,Engineering,2021,Entry Level,49780,Hybrid,3,5.0,1,7,Yes,0.18267066203586554,Low Risk,9956.0
EMP-11690,Marketing,2012,Executive,202051,Hybrid,12,2.0,0,15,Yes,0.5336405084702548,Medium Risk,40410.200000000004
EMP-11691,Engineering,2018,Entry Level,54223,Hybrid,6,1.0,0,17,Yes,0.6188373558523389,Medium Risk,10844.6
EMP-11692,Marketing,2018,Entry Level,49240,Fully Remote,6,3.0,0,35,Yes,0.5071465895188824,Medium Risk,9848.0
EMP-11693,Marketing,2015,Mid Level,85834,Hybrid,9,4.0,1,9,No,0.09583039380796068,Low Risk,17166.8
EMP-11694,Finance,2015,Entry Level,49182,Hybrid,9,2.0,0,5,No,0.6222332393413676,Medium Risk,9836.400000000001
EMP-11695,Engineering,2011,Mid Level,81440,Hybrid,13,2.0,0,5,Yes,0.5668510482004213,Medium Risk,16288.0
EMP-11696,Marketing,2022,Mid Level,82036,Hybrid,2,4.0,0,5,No,0.12911027561329758,Low Risk,16407.2
EMP-11697,Finance,2012,Mid Level,81174,Never,12,3.0,1,19,No,0.1748416791935361,Low Risk,16234.800000000001
EMP-11698,Marketing,2010,Entry Level,49753,Never,14,3.0,1,23,No,0.19135930142876795,Low Risk,9950.6
EMP-11699,Engineering,2015,Entry Level,52177,Hybrid,9,1.0,0,7,Yes,0.621967149480293,Medium Risk,10435.400000000001
EMP-11700,Engineering,2022,Mid Level,82560,Hybrid,2,3.0,0,2,No,0.12701743919367925,Low Risk,16512.0
EMP-11701,Engineering,2012,Mid Level,86599,Fully Remote,12,5.0,0,11,No,0.2426606915726248,Low Risk,17319.8
EMP-11702,Engineering,2014,Mid Level,85701,Hybrid,10,1.0,0,6,No,0.510888211348125,Medium Risk,17140.2
EMP-11703,Engineering,2019,Mid Level,82548,Hybrid,5,2.0,0,39,No,0.6531053615773312,High Risk,16509.600000000002
EMP-11704,Engineering,2012,Mid Level,80036,Hybrid,12,5.0,0,9,No,0.24737280903348155,Low Risk,16007.2
EMP-11705,Sales,2021,Senior,125495,Hybrid,3,2.0,0,34,No,0.5534601751968865,Medium Risk,25099.0
EMP-11706,Sales,2012,Mid Level,81304,Hybrid,12,2.0,1,4,Yes,0.31264522671473804,Low Risk,16260.800000000001
EMP-11707,Sales,2011,Mid Level,82944,Hybrid,13,1.0,0,61,Yes,0.7606411379471345,High Risk,16588.8
EMP-11708,Engineering,2011,Entry Level,46601,Hybrid,13,4.0,1,11,No,0.19386098077452027,Low Risk,9320.2
EMP-11709,Engineering,2018,Senior,131950,Hybrid,6,1.0,0,7,Yes,0.55749563188678,Medium Risk,26390.0
EMP-11710,Engineering,2012,Senior,131668,Hybrid,12,3.0,1,21,No,0.10291642244516247,Low Risk,26333.600000000002
EMP-11711,Sales,2018,Entry Level,47570,Fully Remote,6,2.0,0,1,Yes,0.6473295963175637,Medium Risk,9514.0
EMP-11712,Engineering,2017,Entry Level,51713,Hybrid,7,3.0,1,1,Yes,0.20172381829066213,Low Risk,10342.6
EMP-11713,Sales,2012,Mid Level,88776,Hybrid,12,3.0,0,1,Yes,0.2277637288571313,Low Risk,17755.2
EMP-11714,Marketing,2013,Mid Level,81697,Hybrid,11,3.0,1,6,No,0.08528801094108987,Low Risk,16339.400000000001
EMP-11715,HR,2023,Entry Level,49354,Fully Remote,1,1.0,0,21,Yes,0.5355683198088805,Medium Risk,9870.800000000001
EMP-11716,Sales,2017,Mid Level,87509,Hybrid,7,2.0,0,6,Yes,0.5173459907075547,Medium Risk,17501.8
EMP-11717,Marketing,2023,Senior,127274,Hybrid,1,4.0,1,17,No,0.08122337439868949,Low Risk,25454.800000000003
EMP-11718,Sales,2018,Mid Level,86104,Fully Remote,6,3.0,2,27,No,0.09148870955803211,Low Risk,17220.8
EMP-11719,Engineering,2010,Senior,128590,Hybrid,14,1.0,0,2,Yes,0.6379348675782482,Medium Risk,25718.0
EMP-11720,Engineering,2015,Mid Level,85143,Hybrid,9,2.0,0,34,Yes,0.7424337684022266,High Risk,17028.600000000002
EMP-11721,Sales,2023,Entry Level,53152,Hybrid,1,2.0,0,14,Yes,0.5102323219254302,Medium Risk,10630.400000000001
EMP-11722,HR,2019,Entry Level,45122,Hybrid,5,2.0,0,3,No,0.5105512219226004,Medium Risk,9024.4
EMP-11723,Sales,2023,Mid Level,83944,Fully Remote,1,5.0,1,14,No,0.0841777517844713,Low Risk,16788.8
EMP-11724,Engineering,2021,Mid Level,89326,Never,3,1.0,0,13,No,0.35848135759514,Medium Risk,17865.2
EMP-11725,Marketing,2015,Mid Level,81944,Hybrid,9,3.0,0,3,No,0.23838500797959708,Low Risk,16388.8
EMP-11726,Marketing,2020,Mid Level,81353,Never,4,4.0,1,3,No,0.15560602053083125,Low Risk,16270.6
EMP-11727,Sales,2020,Mid Level,86125,Fully Remote,4,5.0,1,1,No,0.09113899866853689,Low Risk,17225.0
EMP-11728,Engineering,2020,Entry Level,52372,Never,4,3.0,0,4,Yes,0.40641365796181494,Medium Risk,10474.400000000001
EMP-11729,Engineering,2013,Entry Level,51443,Fully Remote,11,2.0,1,9,Yes,0.5324142846979535,Medium Risk,10288.6
EMP-11730,Finance,2017,Entry Level,48185,Hybrid,7,4.0,0,54,No,0.526272544261247,Medium Risk,9637.0
EMP-11731,Marketing,2023,Entry Level,52311,Hybrid,1,3.0,1,5,No,0.19337854651519795,Low Risk,10462.2
EMP-11732,Engineering,2012,Mid Level,81293,Fully Remote,12,4.0,0,5,Yes,0.24918668826767967,Low Risk,16258.6
EMP-11733,Engineering,2022,Entry Level,50684,Hybrid,2,3.0,0,28,No,0.20377244845472614,Low Risk,10136.800000000001
EMP-11734,Engineering,2018,Senior,134873,Never,6,2.0,0,4,Yes,0.6174972108357945,Medium Risk,26974.600000000002
EMP-11735,Sales,2016,Entry Level,51018,Hybrid,8,1.0,2,9,Yes,0.4979659172835899,Medium Risk,10203.6
EMP-11736,Engineering,2015,Entry Level,52084,Hybrid,9,5.0,0,8,Yes,0.3375834933101603,Low Risk,10416.800000000001
EMP-11737,Marketing,2016,Entry Level,48433,Fully Remote,8,5.0,0,5,Yes,0.3642934052139573,Medium Risk,9686.6
EMP-11738,Sales,2014,Entry Level,53207,Fully Remote,10,1.0,1,20,Yes,0.4980209503888375,Medium Risk,10641.400000000001
EMP-11739,Sales,2015,Entry Level,46356,Hybrid,9,4.0,2,0,Yes,0.2063368630448328,Low Risk,9271.2
EMP-11740,Engineering,2011,Entry Level,54688,Never,13,2.0,0,58,Yes,0.8005366733274976,High Risk,10937.6
EMP-11741,Marketing,2014,Mid Level,89018,Hybrid,10,4.0,0,10,Yes,0.2224165758926179,Low Risk,17803.600000000002
EMP-11742,Engineering,2021,Entry Level,45149,Never,3,5.0,0,5,Yes,0.39014154702316917,Medium Risk,9029.800000000001
EMP-11743,Sales,2010,Mid Level,83774,Fully Remote,14,5.0,0,6,Yes,0.256846820406078,Low Risk,16754.8
EMP-11744,HR,2018,Mid Level,82473,Hybrid,6,2.0,1,44,Yes,0.6119686536837708,Medium Risk,16494.600000000002
EMP-11745,Engineering,2012,Mid Level,82765,Hybrid,12,3.0,0,9,No,0.24437625109056582,Low Risk,16553.0
EMP-11746,Sales,2020,Entry Level,54913,Never,4,4.0,1,14,No,0.23189021573834448,Low Risk,10982.6
EMP-11747,Engineering,2018,Mid Level,82625,Hybrid,6,5.0,0,25,No,0.241860179853647,Low Risk,16525.0
EMP-11748,Sales,2011,Mid Level,81775,Fully Remote,13,3.0,0,31,No,0.3543556696441025,Medium Risk,16355.0
EMP-11749,Engineering,2013,Mid Level,82302,Hybrid,11,2.0,0,1,Yes,0.5579428800869372,Medium Risk,16460.4
EMP-11750,HR,2012,Entry Level,49133,Hybrid,12,4.0,1,82,Yes,0.40516374088138074,Medium Risk,9826.6
EMP-11751,Finance,2014,Entry Level,53736,Hybrid,10,1.0,2,6,No,0.48924576218203714,Medium Risk,10747.2
EMP-11752,Finance,2011,Mid Level,85835,Hybrid,13,4.0,0,4,No,0.21775591875629519,Low Risk,17167.0
EMP-11753,Marketing,2020,Senior,132048,Never,4,1.0,1,1,Yes,0.42070239748959465,Medium Risk,26409.600000000002
EMP-11754,Sales,2014,Senior,129987,Fully Remote,10,2.0,1,15,Yes,0.3948643514758539,Medium Risk,25997.4
EMP-11755,Engineering,2021,Mid Level,80898,Hybrid,3,1.0,0,7,No,0.3231499197367115,Low Risk,16179.6
EMP-11756,Engineering,2010,Entry Level,49570,Hybrid,14,5.0,0,9,No,0.34298876179295545,Low Risk,9914.0
EMP-11757,HR,2017,Mid Level,84852,Never,7,4.0,1,41,Yes,0.4860287030486813,Medium Risk,16970.4
EMP-11758,Engineering,2015,Executive,195232,Fully Remote,9,4.0,0,11,No,0.2174357609891241,Low Risk,39046.4
EMP-11759,Finance,2012,Mid Level,85418,Hybrid,12,5.0,0,3,No,0.22569539941251768,Low Risk,17083.600000000002
EMP-11760,Engineering,2022,Senior,126689,Never,2,5.0,1,50,No,0.4103455122559275,Medium Risk,25337.800000000003
EMP-11761,Engineering,2018,Entry Level,47542,Fully Remote,6,2.0,2,18,Yes,0.513117202342512,Medium Risk,9508.4
EMP-11762,Engineering,2017,Entry Level,50262,Hybrid,7,4.0,1,14,Yes,0.20659812329471838,Low Risk,10052.400000000001
EMP-11763,Marketing,2015,Mid Level,83429,Hybrid,9,5.0,0,4,No,0.2373106058321836,Low Risk,16685.8
EMP-11764,Finance,2013,Entry Level,45691,Hybrid,11,1.0,0,29,Yes,0.7046328500649921,High Risk,9138.2
EMP-11765,Marketing,2014,Senior,129954,Hybrid,10,2.0,1,15,No,0.38361947911237054,Medium Risk,25990.800000000003
EMP-11766,Finance,2021,Mid Level,89025,Hybrid,3,3.0,0,30,No,0.13582149127886187,Low Risk,17805.0
EMP-11767,Finance,2022,Executive,200575,Never,2,3.0,1,6,No,0.16161763580538388,Low Risk,40115.0
EMP-11768,Sales,2013,Entry Level,46232,Hybrid,11,1.0,1,29,Yes,0.443981520905377,Medium Risk,9246.4
EMP-11769,Engineering,2019,Entry Level,47051,Fully Remote,5,4.0,2,23,No,0.19015718586208552,Low Risk,9410.2
EMP-11770,Sales,2023,Mid Level,83345,Hybrid,1,2.0,1,49,No,0.5567195843370968,Medium Risk,16669.0
EMP-11771,Engineering,2015,Entry Level,45633,Hybrid,9,1.0,1,5,Yes,0.45149107579193115,Medium Risk,9126.6
EMP-11772,Engineering,2010,Entry Level,49274,Hybrid,14,1.0,0,5,Yes,0.6184626041552033,Medium Risk,9854.800000000001
EMP-11773,Marketing,2016,Senior,133807,Hybrid,8,3.0,2,13,No,0.09608196183992478,Low Risk,26761.4
EMP-11774,Marketing,2012,Entry Level,48338,Hybrid,12,2.0,0,11,Yes,0.6310475830963881,Medium Risk,9667.6
EMP-11775,Engineering,2014,Entry Level,46273,Hybrid,10,2.0,1,24,No,0.42952185215714883,Medium Risk,9254.6
EMP-11776,Sales,2019,Entry Level,45554,Hybrid,5,4.0,0,35,No,0.49591568472467906,Medium Risk,9110.800000000001
EMP-11777,Engineering,2022,Entry Level,54717,Hybrid,2,1.0,1,13,Yes,0.48188288237587285,Medium Risk,10943.400000000001
EMP-11778,Engineering,2016,Mid Level,87636,Hybrid,8,3.0,0,3,No,0.23110533403377181,Low Risk,17527.2
EMP-11779,Sales,2021,Mid Level,83719,Never,3,1.0,0,5,No,0.3329031717823493,Low Risk,16743.8
EMP-11780,Sales,2023,Entry Level,53299,Never,1,1.0,0,15,Yes,0.6114219438430724,Medium Risk,10659.800000000001
EMP-11781,Engineering,2014,Entry Level,53638,Fully Remote,10,3.0,1,20,No,0.1838006645997968,Low Risk,10727.6
EMP-11782,Engineering,2022,Entry Level,51306,Never,2,3.0,0,16,No,0.3078902685492951,Low Risk,10261.2
EMP-11783,Engineering,2016,Executive,195990,Never,8,4.0,0,29,No,0.3397599672856175,Low Risk,39198.0
EMP-11784,Finance,2015,Entry Level,51681,Fully Remote,9,1.0,0,21,No,0.6178354042471131,Medium Risk,10336.2
EMP-11785,Sales,2020,Entry Level,46497,Never,4,5.0,0,8,No,0.3807738333210521,Medium Risk,9299.4
EMP-11786,Engineering,2011,Mid Level,81498,Fully Remote,13,3.0,1,6,No,0.0895365325932229,Low Risk,16299.6
EMP-11787,Sales,2022,Senior,132734,Hybrid,2,4.0,0,35,No,0.3029103504310514,Low Risk,26546.800000000003
EMP-11788,Engineering,2021,Mid Level,81207,Hybrid,3,3.0,0,3,No,0.12155315876907562,Low Risk,16241.400000000001
EMP-11789,Sales,2011,Entry Level,53739,Hybrid,13,1.0,0,15,No,0.6450938646102985,Medium Risk,10747.800000000001
EMP-11790,Engineering,2010,Mid Level,88874,Hybrid,14,4.0,1,4,No,0.09035154232796015,Low Risk,17774.8
EMP-11791,Engineering,2022,Mid Level,88294,Fully Remote,2,5.0,1,17,No,0.0772190096810462,Low Risk,17658.8
EMP-11792,Sales,2019,Entry Level,53379,Never,5,1.0,0,2,No,0.6491825026170726,Medium Risk,10675.800000000001
EMP-11793,Finance,2011,Mid Level,81552,Fully Remote,13,4.0,1,2,No,0.08787401184347182,Low Risk,16310.400000000001
EMP-11794,Marketing,2021,Entry Level,54610,Hybrid,3,5.0,0,6,No,0.2840086121542739,Low Risk,10922.0
EMP-11795,Engineering,2023,Mid Level,80373,Fully Remote,1,2.0,0,25,No,0.4043291280769814,Medium Risk,16074.6
EMP-11796,Engineering,2015,Senior,133561,Hybrid,9,3.0,0,7,Yes,0.22755498472186633,Low Risk,26712.2
EMP-11797,Engineering,2017,Entry Level,51569,Never,7,1.0,0,13,Yes,0.6973241061719377,High Risk,10313.800000000001
EMP-11798,Engineering,2016,Entry Level,47220,Hybrid,8,3.0,1,9,No,0.19833787080869417,Low Risk,9444.0
EMP-11799,Engineering,2011,Senior,132342,Hybrid,13,1.0,0,3,Yes,0.6187494191493343,Medium Risk,26468.4
EMP-11800,Marketing,2017,Mid Level,88788,Hybrid,7,1.0,0,2,Yes,0.5166998111146078,Medium Risk,17757.600000000002
EMP-11801,Sales,2015,Mid Level,88676,Fully Remote,9,3.0,2,32,No,0.21603878265393586,Low Risk,17735.2
EMP-11802,Marketing,2023,Senior,131485,Hybrid,1,2.0,1,25,No,0.3165127240515779,Low Risk,26297.0
EMP-11803,Sales,2013,Entry Level,53497,Fully Remote,11,5.0,1,11,Yes,0.20235650107747566,Low Risk,10699.400000000001
EMP-11804,Sales,2014,Entry Level,51666,Never,10,3.0,0,7,No,0.36035583643462155,Medium Risk,10333.2
EMP-11805,Engineering,2019,Entry Level,52655,Hybrid,5,1.0,2,11,Yes,0.4915669552544625,Medium Risk,10531.0
EMP-11806,Engineering,2010,Executive,198693,Hybrid,14,1.0,0,60,Yes,0.7953593407648556,High Risk,39738.600000000006
EMP-11807,Sales,2016,Mid Level,87843,Hybrid,8,1.0,0,28,Yes,0.5062070858901041,Medium Risk,17568.600000000002
EMP-11808,Marketing,2021,Mid Level,89762,Hybrid,3,5.0,1,11,No,0.07182904029430534,Low Risk,17952.4
EMP-11809,Sales,2019,Mid Level,86296,Hybrid,5,3.0,0,3,No,0.22922301159556177,Low Risk,17259.2
EMP-11810,Finance,2015,Entry Level,54797,Hybrid,9,1.0,0,0,Yes,0.6406464771396209,Medium Risk,10959.400000000001
EMP-11811,Sales,2020,Mid Level,88523,Hybrid,4,5.0,1,8,No,0.09153076910668495,Low Risk,17704.600000000002
EMP-11812,Engineering,2015,Entry Level,54757,Hybrid,9,3.0,0,3,No,0.3387834693540965,Low Risk,10951.400000000001
EMP-11813,Sales,2010,Entry Level,52256,Hybrid,14,4.0,0,25,No,0.36258140565539665,Medium Risk,10451.2
EMP-11814,Sales,2020,Mid Level,89487,Hybrid,4,4.0,0,2,No,0.22564587711176234,Low Risk,17897.4
EMP-11815,Finance,2014,Mid Level,82090,Hybrid,10,2.0,0,17,Yes,0.5066724150163399,Medium Risk,16418.0
EMP-11816,Sales,2019,Mid Level,89857,Never,5,3.0,0,14,No,0.29864727797580015,Low Risk,17971.4
EMP-11817,HR,2010,Entry Level,45022,Hybrid,14,1.0,1,14,No,0.3937768097546615,Medium Risk,9004.4
EMP-11818,Engineering,2010,Entry Level,53316,Hybrid,14,4.0,1,1,No,0.1752669164024226,Low Risk,10663.2
EMP-11819,Sales,2010,Mid Level,85639,Hybrid,14,4.0,1,2,No,0.08857410893100508,Low Risk,17127.8
EMP-11820,Sales,2010,Entry Level,49533,Fully Remote,14,1.0,0,2,Yes,0.6466607257984188,Medium Risk,9906.6
EMP-11821,HR,2017,Entry Level,50474,Hybrid,7,3.0,0,37,No,0.5040450161933581,Medium Risk,10094.800000000001
EMP-11822,Engineering,2020,Entry Level,45187,Hybrid,4,2.0,0,14,No,0.5245763875445317,Medium Risk,9037.4
EMP-11823,Marketing,2011,Entry Level,46132,Never,13,1.0,0,0,Yes,0.6817294823982849,High Risk,9226.4
EMP-11824,Marketing,2022,Senior,127026,Hybrid,2,2.0,0,79,Yes,0.6909034444689752,High Risk,25405.2
EMP-11825,Sales,2019,Senior,128269,Hybrid,5,1.0,1,24,No,0.3788923911328841,Medium Risk,25653.800000000003
EMP-11826,Sales,2016,Mid Level,81256,Hybrid,8,2.0,1,10,No,0.3485747604627298,Low Risk,16251.2
EMP-11827,HR,2015,Mid Level,87936,Hybrid,9,2.0,0,4,No,0.5094831729812304,Medium Risk,17587.2
EMP-11828,Engineering,2018,Entry Level,45338,Hybrid,6,2.0,2,2,No,0.41712583539541437,Medium Risk,9067.6
EMP-11829,Engineering,2016,Entry Level,45301,Hybrid,8,2.0,0,10,Yes,0.5729362268736097,Medium Risk,9060.2
EMP-11830,Sales,2021,Mid Level,84637,Fully Remote,3,4.0,0,8,No,0.11993000700241142,Low Risk,16927.4
EMP-11831,Sales,2018,Entry Level,48464,Never,6,1.0,1,26,No,0.5411874189438566,Medium Risk,9692.800000000001
EMP-11832,Engineering,2011,Executive,200003,Hybrid,13,4.0,1,35,No,0.2669221389890158,Low Risk,40000.600000000006
EMP-11833,Sales,2012,Entry Level,47657,Never,12,5.0,1,17,No,0.18577271091596476,Low Risk,9531.4
EMP-11834,Sales,2013,Mid Level,84669,Never,11,2.0,0,0,No,0.5496013626776054,Medium Risk,16933.8
EMP-11835,Marketing,2021,Entry Level,48140,Hybrid,3,4.0,0,20,Yes,0.26840128872032787,Low Risk,9628.0
EMP-11836,Engineering,2023,Entry Level,52408,Hybrid,1,1.0,0,34,Yes,0.6927920979841642,High Risk,10481.6
EMP-11837,Engineering,2016,Senior,133005,Hybrid,8,1.0,1,6,No,0.36815372883776926,Medium Risk,26601.0
EMP-11838,Engineering,2017,Entry Level,54746,Hybrid,7,3.0,1,0,Yes,0.2124832379039631,Low Risk,10949.2
EMP-11839,Sales,2011,Mid Level,82190,Fully Remote,13,4.0,1,2,No,0.09067606451626258,Low Risk,16438.0
EMP-11840,Sales,2013,Mid Level,81345,Fully Remote,11,1.0,0,8,No,0.4844000444307769,Medium Risk,16269.0
EMP-11841,Marketing,2021,Executive,202150,Hybrid,3,1.0,1,16,No,0.33374478803047536,Low Risk,40430.0
EMP-11842,Engineering,2022,Senior,126429,Never,2,5.0,0,17,No,0.1891745796886953,Low Risk,25285.800000000003
EMP-11843,Marketing,2022,Entry Level,49057,Fully Remote,2,3.0,0,10,No,0.23973889828154538,Low Risk,9811.4
EMP-11844,Engineering,2015,Entry Level,48408,Fully Remote,9,3.0,0,19,No,0.30868795451873604,Low Risk,9681.6
EMP-11845,Finance,2013,Entry Level,47389,Hybrid,11,2.0,0,5,Yes,0.6084930589955814,Medium Risk,9477.800000000001
EMP-11846,Sales,2020,Mid Level,86723,Hybrid,4,2.0,0,19,Yes,0.4967595176599844,Medium Risk,17344.600000000002
EMP-11847,Finance,2016,Entry Level,49345,Hybrid,8,1.0,2,14,Yes,0.5014289622045958,Medium Risk,9869.0
EMP-11848,Engineering,2010,Executive,198770,Fully Remote,14,3.0,0,33,Yes,0.4499681852581789,Medium Risk,39754.0
EMP-11849,Engineering,2019,Mid Level,82910,Hybrid,5,4.0,1,3,No,0.09609875887333388,Low Risk,16582.0
EMP-11850,Sales,2017,Senior,134485,Hybrid,7,4.0,1,4,No,0.10461152100704035,Low Risk,26897.0
EMP-11851,Engineering,2019,Mid Level,85102,Hybrid,5,5.0,0,5,No,0.24366931240345885,Low Risk,17020.4
EMP-11852,Sales,2014,Mid Level,81967,Hybrid,10,4.0,1,47,No,0.23799867826944976,Low Risk,16393.4
EMP-11853,Sales,2010,Senior,132092,Hybrid,14,4.0,1,8,No,0.09973251997472633,Low Risk,26418.4
EMP-11854,Engineering,2018,Senior,132502,Hybrid,6,4.0,0,14,No,0.23393455257597162,Low Risk,26500.4
EMP-11855,Sales,2015,Mid Level,84789,Hybrid,9,5.0,0,0,Yes,0.2391727237878042,Low Risk,16957.8
EMP-11856,Engineering,2019,Senior,129684,Hybrid,5,4.0,0,26,No,0.2547431535150967,Low Risk,25936.800000000003
EMP-11857,Marketing,2020,Entry Level,51842,Never,4,1.0,0,11,No,0.6879198026137081,High Risk,10368.400000000001
EMP-11858,Sales,2010,Mid Level,89991,Never,14,1.0,0,15,Yes,0.6820742360108979,High Risk,17998.2
EMP-11859,Sales,2011,Entry Level,45125,Hybrid,13,5.0,2,19,Yes,0.2924870296095252,Low Risk,9025.0
EMP-11860,Engineering,2019,Mid Level,89005,Never,5,4.0,0,47,Yes,0.6017516691532833,Medium Risk,17801.0
EMP-11861,Sales,2023,Entry Level,45988,Never,1,5.0,1,6,No,0.2758112591992834,Low Risk,9197.6
EMP-11862,Engineering,2019,Mid Level,86628,Never,5,5.0,1,16,No,0.1386421201902545,Low Risk,17325.600000000002
EMP-11863,Sales,2010,Mid Level,85404,Fully Remote,14,1.0,2,20,No,0.27544149958202707,Low Risk,17080.8
EMP-11864,Engineering,2022,Entry Level,52906,Never,2,3.0,0,14,Yes,0.32908889130801305,Low Risk,10581.2
EMP-11865,Sales,2019,Entry Level,45146,Hybrid,5,3.0,0,12,No,0.3666505221888472,Medium Risk,9029.2
EMP-11866,Sales,2012,Entry Level,45435,Hybrid,12,5.0,0,77,Yes,0.5641483280646576,Medium Risk,9087.0
EMP-11867,Engineering,2013,Entry Level,46006,Hybrid,11,5.0,0,14,No,0.32032927743527095,Low Risk,9201.2
EMP-11868,Engineering,2014,Entry Level,51459,Hybrid,10,3.0,2,1,No,0.18982598642125179,Low Risk,10291.800000000001
EMP-11869,Marketing,2010,Mid Level,88210,Hybrid,14,3.0,0,45,Yes,0.4432494863034235,Medium Risk,17642.0
EMP-11870,Finance,2017,Mid Level,84294,Hybrid,7,3.0,1,17,No,0.09606252585915007,Low Risk,16858.8
EMP-11871,Engineering,2023,Entry Level,54378,Fully Remote,1,2.0,0,12,No,0.4423511338486956,Medium Risk,10875.6
EMP-11872,Sales,2016,Mid Level,88242,Hybrid,8,5.0,1,24,No,0.08996653771331373,Low Risk,17648.4
EMP-11873,Marketing,2019,Senior,125945,Fully Remote,5,4.0,0,7,Yes,0.23146462794373818,Low Risk,25189.0
EMP-11874,Sales,2020,Entry Level,48461,Hybrid,4,5.0,0,7,Yes,0.3705520550215464,Medium Risk,9692.2
EMP-11875,Sales,2022,Senior,125597,Fully Remote,2,1.0,0,14,No,0.3657583230865788,Medium Risk,25119.4
EMP-11876,Engineering,2019,Mid Level,81074,Hybrid,5,1.0,1,1,Yes,0.31569789047590846,Low Risk,16214.800000000001
EMP-11877,Sales,2012,Senior,131685,Hybrid,12,4.0,0,3,No,0.22295069787849603,Low Risk,26337.0
EMP-11878,Finance,2020,Entry Level,51911,Hybrid,4,2.0,0,13,No,0.628536819699019,Medium Risk,10382.2
EMP-11879,HR,2022,Entry Level,52760,Never,2,4.0,1,46,Yes,0.6040900662964583,Medium Risk,10552.0
EMP-11880,Sales,2012,Entry Level,45088,Hybrid,12,3.0,1,10,No,0.23173159627390633,Low Risk,9017.6
EMP-11881,Sales,2016,Mid Level,85593,Hybrid,8,3.0,0,3,No,0.2267105584294049,Low Risk,17118.600000000002
EMP-11882,Marketing,2021,Mid Level,82022,Hybrid,3,2.0,1,2,Yes,0.39204776058977553,Medium Risk,16404.4
EMP-11883,Engineering,2017,Executive,199655,Never,7,1.0,0,4,Yes,0.6299000051845076,Medium Risk,39931.0
EMP-11884,HR,2018,Entry Level,47173,Hybrid,6,1.0,0,23,Yes,0.6185810243459213,Medium Risk,9434.6
EMP-11885,Engineering,2017,Mid Level,80529,Hybrid,7,2.0,1,4,No,0.3404092974827702,Low Risk,16105.800000000001
EMP-11886,Engineering,2019,Mid Level,80635,Fully Remote,5,5.0,0,9,Yes,0.24743155458265004,Low Risk,16127.0
EMP-11887,Sales,2012,Senior,128775,Never,12,2.0,0,4,No,0.5938019241932125,Medium Risk,25755.0
EMP-11888,Finance,2010,Mid Level,82869,Hybrid,14,1.0,0,2,Yes,0.5696307582844035,Medium Risk,16573.8
EMP-11889,Engineering,2011,Entry Level,46111,Hybrid,13,1.0,0,23,No,0.5689937403847041,Medium Risk,9222.2
EMP-11890,Engineering,2021,Entry Level,49734,Fully Remote,3,5.0,0,3,No,0.20536243579780372,Low Risk,9946.800000000001
EMP-11891,Engineering,2011,Mid Level,85312,Hybrid,13,1.0,0,17,Yes,0.5571219258101476,Medium Risk,17062.4
