Contract_ID,Close_Date,Sales_Region,Subscription_Tier,Acquisition_Channel,Churn_Risk,Monthly_Recurring_Rev,Customer_Acquisition_Cost,Expected_Lifespan_Months,Total_Contract_Value,Customer_Lifetime_Value,LTV_to_CAC_Ratio
9006537,2022-04-25,North America,Team,Outbound Sales,Low,409,2882,19,7771,6605.349999999999,2.29
9002304,2022-04-25,EMEA,Team,Inbound Organic,Low,393,461,30,11790,10021.5,21.74
9003931,2022-04-25,North America,Team,Inbound Organic,Low,413,539,22,9086,7723.099999999999,14.33
9005191,2022-04-25,North America,Starter,Outbound Sales,High,107,3539,9,963,818.55,0.23
9003336,2022-04-25,EMEA,Professional,Paid Ads,Medium,1113,1371,32,35616,30273.6,22.08
9006868,2022-04-25,EMEA,Team,Paid Ads,Low,400,1430,30,12000,10200.0,7.13
9005930,2022-04-25,North America,Enterprise,Outbound Sales,Low,4854,4124,53,257262,218672.69999999998,53.02
9002133,2022-04-25,North America,Team,Paid Ads,Low,431,1162,25,10775,9158.75,7.88
9003743,2022-04-25,LATAM,Team,Outbound Sales,Low,400,3603,26,10400,8840.0,2.45
9000759,2022-04-25,North America,Professional,Inbound Organic,Low,1194,516,33,39402,33491.7,64.91
9008857,2022-04-25,North America,Team,Partner Referral,Medium,422,937,30,12660,10761.0,11.48
9001212,2022-04-25,APAC,Starter,Outbound Sales,Medium,95,4234,15,1425,1211.25,0.29
9003242,2022-04-25,APAC,Team,Inbound Organic,High,424,495,16,6784,5766.4,11.65
9002537,2022-04-26,EMEA,Professional,Inbound Organic,Low,1294,536,43,55642,47295.7,88.24
9001117,2022-04-26,LATAM,Professional,Paid Ads,Low,1280,1344,36,46080,39168.0,29.14
9004892,2022-04-26,EMEA,Enterprise,Inbound Organic,High,4368,488,61,266448,226480.8,464.1
9006573,2022-04-26,APAC,Enterprise,Outbound Sales,Low,4627,3483,53,245231,208446.35,59.85
9008216,2022-04-26,North America,Starter,Outbound Sales,Low,92,3502,9,828,703.8,0.2
9009712,2022-04-26,EMEA,Starter,Outbound Sales,Medium,93,3665,12,1116,948.6,0.26
9007648,2022-04-26,EMEA,Starter,Paid Ads,Low,98,1230,10,980,833.0,0.68
9006692,2022-04-26,EMEA,Starter,Paid Ads,Low,92,1144,15,1380,1173.0,1.03
9003576,2022-04-26,APAC,Team,Partner Referral,Low,416,959,24,9984,8486.4,8.85
9006532,2022-04-26,EMEA,Team,Outbound Sales,Low,438,3251,17,7446,6329.099999999999,1.95
9002728,2022-04-26,EMEA,Team,Inbound Organic,Low,418,578,16,6688,5684.8,9.84
9000213,2022-04-26,EMEA,Team,Inbound Organic,Low,402,608,27,10854,9225.9,15.17
9001261,2022-04-26,LATAM,Enterprise,Inbound Organic,Low,4917,574,35,172095,146280.75,254.84
9003952,2022-04-26,North America,Starter,Paid Ads,Low,105,1150,15,1575,1338.75,1.16
9005438,2022-04-26,EMEA,Team,Outbound Sales,Low,428,3118,18,7704,6548.4,2.1
9007016,2022-04-26,North America,Professional,Partner Referral,Medium,1174,816,44,51656,43907.6,53.81
9002748,2022-04-26,EMEA,Professional,Inbound Organic,Low,1247,488,33,41151,34978.35,71.68
9004758,2022-04-27,APAC,Professional,Outbound Sales,Low,1100,4319,31,34100,28985.0,6.71
9008398,2022-04-27,APAC,Professional,Outbound Sales,Low,1205,2867,40,48200,40970.0,14.29
9002237,2022-04-27,North America,Team,Inbound Organic,High,361,570,22,7942,6750.7,11.84
9006557,2022-04-27,North America,Starter,Inbound Organic,Low,95,415,10,950,807.5,1.95
9003136,2022-04-27,APAC,Starter,Partner Referral,Low,92,862,12,1104,938.4,1.09
9009232,2022-04-27,APAC,Team,Inbound Organic,Low,418,556,26,10868,9237.8,16.61
9003930,2022-04-27,EMEA,Professional,Paid Ads,Low,1138,1012,32,36416,30953.6,30.59
9000344,2022-04-27,North America,Starter,Outbound Sales,Low,94,3365,8,752,639.1999999999999,0.19
9009680,2022-04-27,LATAM,Enterprise,Paid Ads,Medium,4376,1407,41,179416,152503.6,108.39
9009986,2022-04-27,APAC,Starter,Paid Ads,Low,93,1386,13,1209,1027.6499999999999,0.74
9002699,2022-04-27,North America,Professional,Inbound Organic,Low,1318,466,42,55356,47052.6,100.97
9006626,2022-04-27,EMEA,Team,Inbound Organic,Low,384,618,17,6528,5548.8,8.98
9000576,2022-04-27,EMEA,Professional,Partner Referral,Medium,1089,688,30,32670,27769.5,40.36
9009627,2022-04-27,EMEA,Professional,Outbound Sales,Low,1227,2903,25,30675,26073.75,8.98
9000537,2022-04-27,EMEA,Team,Outbound Sales,Medium,372,3536,30,11160,9486.0,2.68
9004940,2022-04-27,EMEA,Starter,Paid Ads,Low,93,1468,8,744,632.4,0.43
9005359,2022-04-27,North America,Enterprise,Inbound Organic,Low,4123,562,40,164920,140182.0,249.43
9008892,2022-04-27,APAC,Starter,Inbound Organic,High,97,608,12,1164,989.4,1.63
9005054,2022-04-27,North America,Starter,Inbound Organic,Low,95,549,13,1235,1049.75,1.91
9007734,2022-04-28,North America,Professional,Paid Ads,Low,1276,1345,36,45936,39045.6,29.03
9003812,2022-04-28,APAC,Starter,Outbound Sales,Medium,90,3567,9,810,688.5,0.19
9007582,2022-04-28,EMEA,Starter,Inbound Organic,Low,95,501,15,1425,1211.25,2.42
9009656,2022-04-28,EMEA,Starter,Inbound Organic,Low,96,496,14,1344,1142.3999999999999,2.3
9000290,2022-04-28,LATAM,Professional,Outbound Sales,Low,1149,3606,43,49407,41995.95,11.65
9002976,2022-04-28,North America,Starter,Paid Ads,Low,94,1168,11,1034,878.9,0.75
9004785,2022-04-28,North America,Professional,Inbound Organic,Low,1301,450,26,33826,28752.1,63.89
9004839,2022-04-28,LATAM,Professional,Partner Referral,Low,1214,728,42,50988,43339.799999999996,59.53
9004405,2022-04-28,North America,Starter,Inbound Organic,Low,93,576,8,744,632.4,1.1
9005145,2022-04-28,North America,Team,Outbound Sales,Low,368,4327,18,6624,5630.4,1.3
9002204,2022-04-28,North America,Starter,Partner Referral,Low,104,760,12,1248,1060.8,1.4
9002003,2022-04-28,North America,Starter,Paid Ads,Medium,100,1153,9,900,765.0,0.66
9008634,2022-04-28,EMEA,Starter,Outbound Sales,Low,103,4075,15,1545,1313.25,0.32
9009274,2022-04-28,EMEA,Team,Paid Ads,Low,399,1067,23,9177,7800.45,7.31
9000747,2022-04-28,North America,Starter,Outbound Sales,Medium,92,2854,9,828,703.8,0.25
9007332,2022-04-28,EMEA,Professional,Outbound Sales,Low,1261,3619,40,50440,42874.0,11.85
9002156,2022-04-28,North America,Enterprise,Inbound Organic,High,4948,546,58,286984,243936.4,446.77
9007437,2022-04-28,North America,Team,Outbound Sales,Low,421,3423,27,11367,9661.949999999999,2.82
9007744,2022-04-29,North America,Professional,Outbound Sales,Low,1301,2852,26,33826,28752.1,10.08
9008678,2022-04-29,North America,Team,Paid Ads,Low,362,1441,18,6516,5538.599999999999,3.84
9006000,2022-04-29,EMEA,Team,Inbound Organic,Low,434,590,17,7378,6271.3,10.63
9008003,2022-04-29,EMEA,Team,Outbound Sales,Low,394,3738,25,9850,8372.5,2.24
9009330,2022-04-29,EMEA,Team,Inbound Organic,Low,374,516,30,11220,9537.0,18.48
9007719,2022-04-29,North America,Starter,Inbound Organic,Low,92,429,12,1104,938.4,2.19
9003679,2022-04-29,North America,Starter,Inbound Organic,High,106,587,9,954,810.9,1.38
9007919,2022-04-29,North America,Enterprise,Outbound Sales,Low,4253,3956,48,204144,173522.4,43.86
9003695,2022-04-29,APAC,Starter,Partner Referral,High,92,751,11,1012,860.1999999999999,1.15
9005022,2022-04-29,North America,Team,Partner Referral,Low,426,894,17,7242,6155.7,6.89
9009438,2022-04-29,LATAM,Professional,Inbound Organic,Low,1193,619,38,45334,38533.9,62.25
9009464,2022-04-29,North America,Team,Inbound Organic,Low,389,484,26,10114,8596.9,17.76
9002492,2022-04-29,APAC,Team,Inbound Organic,Low,387,464,21,8127,6907.95,14.89
9007751,2022-04-29,LATAM,Team,Outbound Sales,Low,430,3302,21,9030,7675.5,2.32
9007222,2022-04-29,North America,Starter,Paid Ads,Medium,94,1053,9,846,719.1,0.68
9003397,2022-04-30,EMEA,Starter,Outbound Sales,Low,99,4188,10,990,841.5,0.2
9000592,2022-04-30,EMEA,Starter,Inbound Organic,Low,108,473,13,1404,1193.3999999999999,2.52
9002770,2022-04-30,APAC,Team,Outbound Sales,Medium,424,3731,17,7208,6126.8,1.64
9005351,2022-04-30,North America,Starter,Outbound Sales,Low,99,3828,14,1386,1178.1,0.31
9007834,2022-04-30,EMEA,Professional,Paid Ads,Low,1247,1162,42,52374,44517.9,38.31
9002887,2022-04-30,APAC,Team,Paid Ads,Medium,360,1039,26,9360,7956.0,7.66
9008765,2022-04-30,North America,Starter,Partner Referral,Low,107,863,14,1498,1273.3,1.48
9002626,2022-04-30,LATAM,Enterprise,Paid Ads,Medium,4102,997,39,159978,135981.3,136.39
9000326,2022-04-30,North America,Starter,Partner Referral,Low,106,803,12,1272,1081.2,1.35
9008217,2022-04-30,North America,Starter,Inbound Organic,Medium,107,603,11,1177,1000.4499999999999,1.66
9004750,2022-05-01,North America,Starter,Outbound Sales,Low,108,3385,10,1080,918.0,0.27
9003309,2022-05-01,EMEA,Starter,Partner Referral,Low,101,813,10,1010,858.5,1.06
9003947,2022-05-01,APAC,Starter,Inbound Organic,Low,103,491,9,927,787.9499999999999,1.6
9008149,2022-05-01,APAC,Team,Partner Referral,Low,405,679,30,12150,10327.5,15.21
9002946,2022-05-01,EMEA,Professional,Inbound Organic,Medium,1281,523,34,43554,37020.9,70.79
9001693,2022-05-01,EMEA,Team,Inbound Organic,Low,368,538,17,6256,5317.599999999999,9.88
9005072,2022-05-01,North America,Team,Partner Referral,Low,363,805,17,6171,5245.349999999999,6.52
9001027,2022-05-01,North America,Starter,Partner Referral,Medium,97,809,11,1067,906.9499999999999,1.12
9002060,2022-05-01,North America,Starter,Inbound Organic,Low,100,404,10,1000,850.0,2.1
9002431,2022-05-01,EMEA,Team,Outbound Sales,Medium,422,3472,19,8018,6815.3,1.96
9000118,2022-05-01,North America,Starter,Inbound Organic,Low,103,438,10,1030,875.5,2.0
9004935,2022-05-01,APAC,Team,Partner Referral,Low,367,656,16,5872,4991.2,7.61
9006922,2022-05-01,APAC,Starter,Outbound Sales,Low,108,3646,13,1404,1193.3999999999999,0.33
9002049,2022-05-01,EMEA,Team,Paid Ads,Medium,382,1092,30,11460,9741.0,8.92
9008794,2022-05-02,APAC,Team,Outbound Sales,Low,430,3334,17,7310,6213.5,1.86
9008881,2022-05-02,LATAM,Professional,Inbound Organic,High,1185,489,44,52140,44319.0,90.63
9000105,2022-05-02,EMEA,Starter,Outbound Sales,Low,99,3129,14,1386,1178.1,0.38
9008804,2022-05-02,North America,Enterprise,Inbound Organic,Low,4375,572,53,231875,197093.75,344.57
9006928,2022-05-02,North America,Team,Inbound Organic,High,398,524,30,11940,10149.0,19.37
9003209,2022-05-02,North America,Enterprise,Paid Ads,Medium,4639,1272,46,213394,181384.9,142.6
9007481,2022-05-02,APAC,Team,Partner Referral,Low,368,762,27,9936,8445.6,11.08
9008627,2022-05-02,APAC,Professional,Inbound Organic,Low,1197,622,38,45486,38663.1,62.16
9002645,2022-05-02,EMEA,Professional,Outbound Sales,Medium,1093,2878,36,39348,33445.799999999996,11.62
9003694,2022-05-02,EMEA,Team,Inbound Organic,Low,407,473,29,11803,10032.55,21.21
9007309,2022-05-02,EMEA,Team,Outbound Sales,Low,373,3470,17,6341,5389.849999999999,1.55
9002694,2022-05-02,North America,Starter,Inbound Organic,Low,104,536,15,1560,1326.0,2.47
9001360,2022-05-03,APAC,Team,Paid Ads,Low,364,1240,23,8372,7116.2,5.74
9003982,2022-05-03,EMEA,Team,Outbound Sales,Low,406,3430,23,9338,7937.3,2.31
9006825,2022-05-03,North America,Team,Outbound Sales,Low,387,3101,24,9288,7894.8,2.55
9003434,2022-05-03,EMEA,Professional,Partner Referral,Low,1208,796,38,45904,39018.4,49.02
9008140,2022-05-03,North America,Enterprise,Partner Referral,Medium,4832,641,50,241600,205360.0,320.37
9004293,2022-05-03,LATAM,Team,Partner Referral,Low,367,904,22,8074,6862.9,7.59
9008206,2022-05-03,APAC,Team,Inbound Organic,Medium,438,413,17,7446,6329.099999999999,15.32
9001978,2022-05-03,North America,Team,Paid Ads,Low,366,971,28,10248,8710.8,8.97
9007552,2022-05-03,North America,Professional,Outbound Sales,High,1252,3549,28,35056,29797.6,8.4
9001514,2022-05-03,EMEA,Team,Outbound Sales,High,398,2871,27,10746,9134.1,3.18
9005909,2022-05-03,North America,Starter,Paid Ads,Low,90,1086,8,720,612.0,0.56
9008625,2022-05-03,EMEA,Team,Inbound Organic,Medium,364,532,31,11284,9591.4,18.03
9005704,2022-05-04,North America,Starter,Outbound Sales,Medium,100,2862,8,800,680.0,0.24
9002050,2022-05-04,LATAM,Team,Outbound Sales,Medium,425,2840,28,11900,10115.0,3.56
9008388,2022-05-04,EMEA,Starter,Paid Ads,Medium,94,1024,11,1034,878.9,0.86
9006121,2022-05-04,EMEA,Team,Paid Ads,Low,376,988,28,10528,8948.8,9.06
9008411,2022-05-04,North America,Starter,Outbound Sales,Low,94,3578,10,940,799.0,0.22
9002111,2022-05-04,APAC,Team,Paid Ads,Low,369,1495,17,6273,5332.05,3.57
9002526,2022-05-04,APAC,Starter,Paid Ads,Low,97,981,12,1164,989.4,1.01
9007577,2022-05-04,LATAM,Team,Inbound Organic,Low,361,624,19,6859,5830.15,9.34
9007984,2022-05-04,APAC,Team,Outbound Sales,Low,432,3512,19,8208,6976.8,1.99
9004183,2022-05-04,EMEA,Team,Partner Referral,Low,413,713,26,10738,9127.3,12.8
9007335,2022-05-04,EMEA,Team,Paid Ads,Low,427,1244,29,12383,10525.55,8.46
9001980,2022-05-04,EMEA,Team,Inbound Organic,High,383,557,18,6894,5859.9,10.52
9001102,2022-05-05,EMEA,Professional,Outbound Sales,Medium,1268,3435,35,44380,37723.0,10.98
9008042,2022-05-05,APAC,Professional,Outbound Sales,Low,1272,2809,33,41976,35679.6,12.7
9000618,2022-05-05,North America,Professional,Outbound Sales,Medium,1302,3019,34,44268,37627.799999999996,12.46
9001112,2022-05-05,North America,Professional,Outbound Sales,Low,1290,4160,34,43860,37281.0,8.96
9000659,2022-05-05,EMEA,Team,Inbound Organic,Low,425,510,21,8925,7586.25,14.88
9003446,2022-05-05,North America,Team,Partner Referral,Low,364,768,30,10920,9282.0,12.09
9001804,2022-05-05,EMEA,Starter,Inbound Organic,Low,90,518,10,900,765.0,1.48
9005518,2022-05-05,North America,Starter,Paid Ads,Medium,99,1443,14,1386,1178.1,0.82
9008418,2022-05-05,EMEA,Team,Inbound Organic,Low,417,494,29,12093,10279.05,20.81
9003638,2022-05-05,APAC,Professional,Inbound Organic,Low,1301,521,42,54642,46445.7,89.15
9005641,2022-05-05,EMEA,Team,Outbound Sales,Low,428,2828,20,8560,7276.0,2.57
9008447,2022-05-05,APAC,Enterprise,Inbound Organic,Low,4530,572,41,185730,157870.5,276.0
9009932,2022-05-05,North America,Enterprise,Partner Referral,Low,4662,656,46,214452,182284.19999999998,277.87
9003307,2022-05-05,North America,Team,Paid Ads,Medium,378,1040,23,8694,7389.9,7.11
9007633,2022-05-05,APAC,Enterprise,Inbound Organic,High,4613,407,44,202972,172526.19999999998,423.9
9009053,2022-05-05,EMEA,Starter,Inbound Organic,Medium,106,590,13,1378,1171.3,1.99
9007712,2022-05-06,LATAM,Enterprise,Outbound Sales,Medium,4478,3111,41,183598,156058.3,50.16
9009906,2022-05-06,EMEA,Enterprise,Paid Ads,Low,4415,1318,45,198675,168873.75,128.13
9004276,2022-05-06,LATAM,Team,Outbound Sales,Low,392,4276,16,6272,5331.2,1.25
9001829,2022-05-06,North America,Team,Inbound Organic,Low,427,477,30,12810,10888.5,22.83
9003686,2022-05-06,LATAM,Starter,Outbound Sales,Low,94,3895,11,1034,878.9,0.23
9003050,2022-05-06,EMEA,Professional,Paid Ads,Low,1084,1299,32,34688,29484.8,22.7
9005749,2022-05-06,EMEA,Enterprise,Outbound Sales,Medium,4834,3891,62,299708,254751.8,65.47
9001643,2022-05-06,EMEA,Team,Outbound Sales,Low,438,3228,27,11826,10052.1,3.11
9001944,2022-05-06,APAC,Team,Partner Referral,Medium,425,644,28,11900,10115.0,15.71
9003258,2022-05-06,EMEA,Team,Paid Ads,Low,418,1024,29,12122,10303.699999999999,10.06
9002077,2022-05-07,LATAM,Enterprise,Inbound Organic,Low,4541,614,46,208886,177553.1,289.17
9009218,2022-05-07,EMEA,Professional,Partner Referral,Low,1181,737,25,29525,25096.25,34.05
9007366,2022-05-07,EMEA,Team,Paid Ads,Low,365,1374,19,6935,5894.75,4.29
9000403,2022-05-07,North America,Team,Inbound Organic,Low,418,532,22,9196,7816.599999999999,14.69
9009964,2022-05-07,North America,Starter,Partner Referral,Low,97,798,10,970,824.5,1.03
9007356,2022-05-07,North America,Team,Outbound Sales,High,419,3161,24,10056,8547.6,2.7
9001356,2022-05-07,EMEA,Starter,Outbound Sales,Medium,107,4086,12,1284,1091.3999999999999,0.27
9004446,2022-05-07,North America,Starter,Paid Ads,Low,105,1399,15,1575,1338.75,0.96
9009040,2022-05-07,LATAM,Professional,Inbound Organic,Low,1169,504,41,47929,40739.65,80.83
9004554,2022-05-07,North America,Team,Outbound Sales,Low,433,2895,23,9959,8465.15,2.92
9001310,2022-05-07,EMEA,Professional,Paid Ads,Medium,1306,1171,45,58770,49954.5,42.66
9006341,2022-05-07,North America,Professional,Inbound Organic,Low,1241,571,31,38471,32700.35,57.27
9000690,2022-05-07,LATAM,Professional,Partner Referral,Low,1275,916,32,40800,34680.0,37.86
9003706,2022-05-08,EMEA,Starter,Inbound Organic,Low,96,613,11,1056,897.6,1.46
9000860,2022-05-08,North America,Professional,Outbound Sales,Medium,1210,4195,39,47190,40111.5,9.56
9002671,2022-05-08,North America,Enterprise,Partner Referral,Medium,4491,699,61,273951,232858.35,333.13
9009853,2022-05-08,North America,Team,Outbound Sales,High,422,3381,20,8440,7174.0,2.12
9002082,2022-05-08,EMEA,Starter,Paid Ads,Medium,105,1069,12,1260,1071.0,1.0
9000103,2022-05-08,APAC,Team,Inbound Organic,Medium,432,484,23,9936,8445.6,17.45
9003502,2022-05-08,EMEA,Starter,Inbound Organic,Low,90,585,9,810,688.5,1.18
9007620,2022-05-08,EMEA,Enterprise,Inbound Organic,Low,4747,591,45,213615,181572.75,307.23
9003768,2022-05-08,EMEA,Professional,Outbound Sales,Low,1140,3673,31,35340,30039.0,8.18
9008903,2022-05-08,EMEA,Starter,Partner Referral,Low,96,745,10,960,816.0,1.1
9009768,2022-05-09,APAC,Enterprise,Paid Ads,Low,4158,1438,60,249480,212058.0,147.47
9000931,2022-05-09,EMEA,Team,Paid Ads,High,428,1048,18,7704,6548.4,6.25
9007738,2022-05-09,North America,Team,Paid Ads,Low,365,978,24,8760,7446.0,7.61
9000345,2022-05-09,EMEA,Team,Paid Ads,Low,404,1034,18,7272,6181.2,5.98
9005064,2022-05-09,EMEA,Starter,Paid Ads,Low,108,1378,9,972,826.1999999999999,0.6
9001450,2022-05-09,North America,Professional,Paid Ads,Low,1163,1199,33,38379,32622.149999999998,27.21
9001898,2022-05-09,EMEA,Enterprise,Paid Ads,Medium,4053,1359,38,154014,130911.9,96.33
9005943,2022-05-09,EMEA,Starter,Partner Referral,Low,102,747,12,1224,1040.3999999999999,1.39
9001406,2022-05-09,North America,Professional,Outbound Sales,Low,1305,4302,27,35235,29949.75,6.96
9004840,2022-05-09,North America,Starter,Partner Referral,Low,102,942,14,1428,1213.8,1.29
9005629,2022-05-10,LATAM,Team,Inbound Organic,Low,419,597,19,7961,6766.849999999999,11.33
9009094,2022-05-10,North America,Starter,Outbound Sales,Low,98,3285,13,1274,1082.8999999999999,0.33
9003332,2022-05-10,North America,Starter,Paid Ads,Low,102,1037,11,1122,953.6999999999999,0.92
9003177,2022-05-10,North America,Enterprise,Partner Referral,Low,4620,726,44,203280,172788.0,238.0
9000901,2022-05-10,EMEA,Team,Outbound Sales,Low,378,3458,24,9072,7711.2,2.23
9003322,2022-05-10,North America,Starter,Paid Ads,Low,107,979,9,963,818.55,0.84
9005967,2022-05-10,North America,Professional,Outbound Sales,Low,1104,4134,29,32016,27213.6,6.58
9002598,2022-05-10,EMEA,Enterprise,Inbound Organic,Low,4735,518,45,213075,181113.75,349.64
9005964,2022-05-10,North America,Professional,Partner Referral,Low,1259,891,29,36511,31034.35,34.83
9004764,2022-05-10,North America,Team,Paid Ads,Medium,370,1124,27,9990,8491.5,7.55
9009201,2022-05-10,LATAM,Starter,Paid Ads,Low,102,1215,13,1326,1127.1,0.93
9004525,2022-05-10,North America,Starter,Inbound Organic,Low,97,466,11,1067,906.9499999999999,1.95
9009063,2022-05-10,North America,Team,Paid Ads,Low,395,1148,21,8295,7050.75,6.14
9007175,2022-05-10,EMEA,Professional,Inbound Organic,Low,1277,541,45,57465,48845.25,90.29
9000093,2022-05-10,EMEA,Starter,Outbound Sales,Low,95,2803,10,950,807.5,0.29
9004212,2022-05-10,APAC,Starter,Inbound Organic,Low,103,488,13,1339,1138.1499999999999,2.33
9007451,2022-05-10,LATAM,Team,Inbound Organic,Low,389,569,27,10503,8927.55,15.69
9007807,2022-05-10,North America,Starter,Outbound Sales,Low,105,3481,14,1470,1249.5,0.36
9001111,2022-05-10,LATAM,Team,Outbound Sales,Low,372,4282,27,10044,8537.4,1.99
9004328,2022-05-10,EMEA,Professional,Outbound Sales,Low,1081,4020,39,42159,35835.15,8.91
9005029,2022-05-10,APAC,Enterprise,Outbound Sales,High,4100,3503,41,168100,142885.0,40.79
9001118,2022-05-10,APAC,Starter,Paid Ads,Low,106,1179,12,1272,1081.2,0.92
9004411,2022-05-10,EMEA,Enterprise,Inbound Organic,Low,4212,497,37,155844,132467.4,266.53
9009465,2022-05-11,North America,Team,Inbound Organic,Low,396,604,20,7920,6732.0,11.15
9004132,2022-05-11,EMEA,Team,Inbound Organic,Low,430,457,18,7740,6579.0,14.4
9009079,2022-05-11,EMEA,Starter,Inbound Organic,High,92,615,14,1288,1094.8,1.78
9006568,2022-05-11,North America,Enterprise,Partner Referral,Low,4364,804,44,192016,163213.6,203.0
9009445,2022-05-11,North America,Professional,Outbound Sales,Medium,1315,4058,32,42080,35768.0,8.81
9006746,2022-05-11,EMEA,Professional,Inbound Organic,Low,1278,432,26,33228,28243.8,65.38
9005803,2022-05-11,North America,Team,Partner Referral,High,411,903,21,8631,7336.349999999999,8.12
9009583,2022-05-11,North America,Starter,Paid Ads,Low,90,1474,9,810,688.5,0.47
